TI831061A,TI831061B,TI831060A,TI831060B,XSI831090,XSI831091,XSI831092,LSI831010,LSI831011,LSI831012,PZI831003,PZI831004,PZI831005,TI831001,FI821002,PI821019,TSI821017,TSI821018,TSI821019,PZI831006,PZI831007,PZI831008,TI831002,TI831063A,TI831063B,TI831062A,TI831062B,VSI831091A,VSI831091B,VSI831090A,VSI831090B,SZI831090,TI831064A,TI831064B,VSI831092B,VSI831093A,VSI831093B,TI831065A,TI831065B,PX8310_1_NM1/NUM1.PV,PSI831047,PSI831048,PSI831049,TSI831042,TSI831043,TSI831044,OutsideTemperature,VSI831092A
61.9,65.4,64.8,61.7,-0.024325013,-0.019812524,-0.004299998,274.195,271.284882,272.03,17.40953,17.4410954,17.4410954,306.712952,125.6684,49.5963554,418.853119,419.0969,419.125,4.64255,4.6957,4.69165,186.34259,82.7000046,83.8,87.7000046,76.3,16.70125,20.22625,26.0262489,19.57625,6175.22,83.5,82.4,5.43,8.4,9.0625,86.5,86.1,0,2.1057,2.0873,2.08555,47.1181259,46.9368744,47.1350021,32.65625,5.99125
62.1000023,65.8,64.8,61.7,-0.026362479,-0.021449983,-0.005937517,258.885,254.004,253.44,17.34328,17.369688,17.3748436,305.4109,124.722946,49.822052,417.634369,417.975,418.103119,4.6116,4.6517,4.63785,184.606476,83,83.8,88.1,76.4,17.14875,20.5925,25.945,19.9849987,6175.22,83.5,82.5,5.67375,8.5225,9.14375,86.5,86.1,0,2.1065,2.088925,2.08555,47.32125,47.1,47.3393745,32.85625076,6.03250027
61.8,65.5,64.3,61.3,-0.028400004,-0.023887515,-0.008387506,246.51001,240.473984,240.225,17.3535938,17.3798428,17.385,305.555542,123.8786,49.7280121,418.040619,418.384369,418.309357,4.6181,4.65005,4.63785,184.606476,82.8,83.6,88,76.2000046,16.741251,20.7550011,25.7825,19.9037514,6176.765,83.1,82,5.51125,8.5225,8.98,86.3,86,0,2.1122,2.093825,2.092075,46.7718735,46.59,46.7675,32.90312576,5.7875
62,66,64.2000046,61.3,-0.030425012,-0.024699986,-0.010012507,232.34,224.496643,224.73,17.3229675,17.3440628,17.3492184,306.712952,124.468704,49.29543,418.65,419.0969,419.125,4.6393,4.67125,4.63785,184.722214,82.8,83.5,87.8,76.2000046,16.98625,20.715,26.18875,19.69875,6165.75732,83.3,82.2000046,5.67375,8.36,9.224999,86.5,86.1,0,2.107325,2.088925,2.082275,46.9143753,46.7331276,46.9306259,33.328125,5.91
62,65.9,63.9,61.1000023,-0.031650007,-0.026737511,-0.011650026,219.155,210.472153,210.86499,17.3484383,17.369688,17.3748436,305.9896,126.168442,49.3706627,418.446869,418.6906,418.715637,4.61,4.64845,4.6362,184.490738,82.8,83.5,87.7000046,76.2000046,17.10875,20.5925,26.2699986,19.9037514,6176.765,83.4,82.3,5.5925,8.645,9.0625,86.6,86.2000046,0,2.1057,2.08975,2.08555,46.73125,46.54875,46.7268753,33.15625,5.74624968
61.9,65.6,63.9,61.2,-0.030425012,-0.02592498,-0.010837495,207.75499,198.4105,198.305,17.36375,17.39,17.395155,306.134247,125.64122,49.6903954,418.243744,418.5875,418.612518,4.6018,4.64845,4.63785,185.069443,82.7000046,83.5,87.6,76.1,17.14875,20.79625,26.18875,19.69875,6175.22,83.4,82.3,5.71499968,8.685,9.02125,86.7000046,86.3,0,2.110575,2.0922,2.087175,46.65,46.4881248,46.6656227,33.83124924,5.91
62,65.7000046,63.9,61.2,-0.030837476,-0.026737511,-0.012049973,193.1,184.2262,183.305008,17.3585949,17.3798428,17.385,306.134247,126.137688,49.5023155,418.243744,418.790649,418.612518,4.6018,4.6435,4.6248,184.837967,82.8,83.5,87.5,76.2000046,16.8225,20.5925,26.35125,19.94375,6175.22,83.4,82.2000046,5.51125,8.60375,8.695,86.6,86.3,0,2.10895,2.0922,2.08555,46.73125,46.5081253,46.70625,32.97812653,5.91
62.1000023,66,63.8,61.1000023,-0.033687472,-0.0291875,-0.014100015,267.68,264.112823,266,17.3585949,17.3798428,17.385,305.555542,126.403351,49.5587425,418.446869,418.790649,418.715637,4.60675,4.6631,4.64435,184.722214,82.8,83.5,87.6,76.2000046,16.9037514,20.5925,26.18875,19.94375,6168.89551,83.4,82.3,5.67375,8.5225,9.0625,86.7000046,86.3,0,2.10895,2.093825,2.08555,46.751873,46.54875,46.7268753,32.52812576,5.8275
62,65.8,63.9,61.2,-0.031650007,-0.026337504,-0.012049973,426.284973,436.926636,437.26,17.36875,17.400156,17.4003124,304.398132,125.064537,50.25463,417.025,417.465637,417.2875,4.61325,4.6533,4.63785,183.680557,83,83.5,88.3,76.2000046,17.3525,20.5525,25.8225,19.82125,6172.082,83.3,82.1,5.47,8.8075,9.224999,86.6,86.2000046,0,2.1057,2.088925,2.087175,46.751873,46.5693741,46.7675,31.87812614,5.91
62.4,66.4,64.1,61.4,-0.03206247,-0.026737511,-0.012875021,436.87,449.158081,449.004974,17.3484383,17.3798428,17.3748436,306.712952,126.308212,49.5587425,419.1594,419.609375,419.53125,4.6181,4.6582,4.64765,185.763885,82.9,83.7000046,87.7000046,76.5,17.0275,20.9187489,26.18875,19.74,6183.042,83.5,82.5,5.75499964,8.44125,8.81625,86.7000046,86.3,0,2.10245,2.0873,2.079025,47.1181259,46.91625,47.1143761,31.80625153,6.03250027
62.1000023,65.9,63.9,61.2,-0.032462478,-0.027562499,-0.013287485,422.54,432.691345,433.02002,17.3382816,17.359375,17.369688,305.555542,124.966515,49.6903954,417.9375,418.28125,418.206238,4.60675,4.64515,4.6313,184.143509,82.9,83.6,87.9,76.2000046,16.86375,20.0637512,26.0262489,19.82125,6178.3584,83.3,82.2000046,5.55250025,8.48125,9.14375,86.6,86.2000046,0,2.1057,2.0873,2.088,46.751873,46.6106224,46.82875,31.27187538,5.91
62.1000023,65.9,63.9,61.1000023,-0.032875,-0.027962506,-0.013287485,408.050018,417.038635,417.194977,17.3840637,17.4103127,17.4156246,306.5683,126.276581,49.5587425,418.7531,418.996857,419.021881,4.60675,4.6468,4.63785,185.185181,82.8,83.6,87.6,76.2000046,16.9037514,20.105,26.1074982,19.7799988,6173.627,83.2000046,82.2000046,5.5925,8.60375,8.98,86.7000046,86.2000046,0,2.107325,2.09055,2.08555,46.751873,46.5693741,46.7475,30.41875076,5.8275
62.1000023,65.9,63.9,61.2,-0.03206247,-0.027562499,-0.012462497,393.39,400.407043,400.724976,17.3739071,17.400156,17.405468,305.9896,126.1924,49.7280121,418.243744,418.5875,418.615631,4.62465,4.66475,4.64925,184.722214,82.8,83.6,87.7000046,76.2000046,16.86375,20.83625,26.1074982,19.9849987,6175.22,83.3,82.2000046,5.51125,8.48125,9.0625,86.7000046,86.3,0,2.1065,2.09055,2.087175,46.7925,46.6106224,46.82875,29.79375076,5.91
62,65.8,63.9,61.1000023,-0.03206247,-0.027149975,-0.012462497,382.155,388.670044,388.98,17.36375,17.3798428,17.385,306.5683,126.074966,49.48351,418.853119,419.2,419.125,4.60835,4.6533,4.6362,185.300919,82.7000046,83.6,87.6,76.2000046,17.3112488,20.79625,26.35125,19.9849987,6172.082,83.3,82.1,5.51125,8.5625,9.14375,86.7000046,86.2000046,0,2.107325,2.09055,2.08555,46.73125,46.54875,46.7475,29.828125,5.8275
62,65.7000046,63.9,61.2,-0.031237483,-0.025512517,-0.010837495,368.639984,373.831451,372.995,17.3739071,17.3798428,17.385,306.134247,125.958191,49.57755,418.243744,418.6906,418.715637,4.61325,4.65495,4.63785,184.837967,82.7000046,83.7000046,87.7000046,76.2000046,17.23,20.83625,26.35125,20.22875,6175.22,83.3,82.2000046,5.55250025,8.318749,8.81625,86.6,86.3,0,2.10895,2.088925,2.08555,46.7718735,46.52875,46.7268753,28.55937576,5.95125
61.8,65.5,64,61.2,-0.029212475,-0.02429998,-0.010012507,356.264984,361.7698,362.555,17.3484383,17.3798428,17.385,306.134247,125.4243,49.57755,418.243744,418.6906,418.512482,4.5839,4.6533,4.63945,184.490738,82.7000046,83.7000046,87.8,76.1,17.10875,20.2675,26.1074982,19.9037514,6175.22,83.2000046,82.1,5.5925,8.645,8.89875,86.6,86.2000046,0,2.107325,2.08975,2.09045,46.7106247,46.5081253,46.70625,27.97187614,5.95125
61.7,65.2000046,64.1,61.1000023,-0.02717501,-0.02266252,-0.007574975,342.26,347.260834,348.2,17.34328,17.36453,17.3748436,306.134247,125.029144,49.822052,418.243744,418.5875,418.612518,4.59695,4.63535,4.6232,184.722214,82.8,83.6,87.8,76,17.0275,20.3075,26.2699986,20.10625,6175.22,83.2000046,82.1,5.71499968,8.4,9.14375,86.6,86.2000046,0,2.110575,2.094625,2.0888,46.5481262,46.345,46.56375,27.20000076,5.95125
61.9,65.5,64.3,61.3,-0.025950015,-0.021037519,-0.006749988,328.255,333.401184,334.015,17.3382816,17.369688,17.364687,305.121521,125.38707,49.822052,417.634369,417.875,417.796875,4.60675,4.65495,4.6346,184.027771,82.9,83.8,88,76.1,17.0275,20.34875,26.1074982,19.94375,6172.082,83.2000046,82.1,5.5925,8.7675,8.89875,86.6,86.1,0,2.107325,2.08565,2.08555,46.7718735,46.5693741,46.7475,26.80624962,5.99125
61.5,65,64.1,61.1000023,-0.025550008,-0.020212472,-0.005124986,320.28,323.457184,323.735,17.3382816,17.359375,17.364687,305.8449,125.675735,49.74682,418.243744,418.5875,418.512482,4.61,4.6533,4.6411,184.722214,82.6,83.6,87.8,75.9,17.27125,20.105,26.3112488,19.8625,6175.22,83.1,81.9,5.67375,8.645,8.98,86.5,86.2000046,0,2.1122,2.09545,2.09045,46.4668732,46.263752,46.4618759,26.86874771,5.86875
61.4,64.9,64.1,61,-0.024737477,-0.019812524,-0.005124986,306.435,308.293945,309.22,17.3484383,17.369688,17.395155,305.8449,125.009125,49.6339722,418.243744,418.5875,418.612518,4.636,4.6843,4.6639,184.722214,82.6,83.6,87.7000046,75.8,16.945,20.0637512,26.2699986,20.10625,6175.22,83.1,81.9,5.67375,8.4,9.0625,86.6,86.2000046,0,2.110575,2.093,2.092075,46.3443756,46.16125,46.3393745,26.74062538,5.91
61.4,64.8,64.1,61,-0.024325013,-0.0194,-0.004299998,292.755,293.295563,294.38,17.36375,17.39,17.395155,306.278931,126.158264,49.38947,418.65,418.893768,418.918762,4.59855,4.63535,4.6248,185.069443,82.5,83.6,87.6,75.8,16.98625,20.105,25.945,19.82125,6170.489,83.1,81.9,5.55250025,8.44125,8.735001,86.5,86.1,0,2.113825,2.09545,2.092075,46.3443756,46.14125,46.3393745,27.20625114,5.7875
61.4,64.8,64.3,61.2,-0.022287488,-0.017775,-0.001862526,279.73,277.647858,278.885,17.3484383,17.369688,17.3748436,306.5683,125.829918,49.822052,418.853119,419.303131,419.125,4.623,4.66145,4.6509,185.300919,82.6,83.7000046,87.8,75.9,17.14875,20.51125,26.18875,19.8625,6178.3584,83.2000046,82,5.51125,8.4,9.0625,86.6,86.2000046,0,2.10975,2.0873,2.087175,46.4668732,46.263752,46.4206238,26.96562386,5.91
61.5,64.8,64.5,61.3,-0.020662487,-0.01613748,-0.001049995,266.7,263.1339,262.89502,17.36875,17.395155,17.395155,305.4109,125.203033,49.822052,417.634369,417.975,418.103119,4.6165,4.6582,4.6411,184.490738,82.7000046,83.8,87.9,76,17.0275,20.34875,26.1074982,20.10625,6179.90332,83.1,82,5.67375,8.4,8.81625,86.4,86,0,2.104875,2.08565,2.08555,46.609375,46.4468765,46.6043739,26.83125114,6.03250027
61.6000023,64.9,64.5,61.4,-0.021475017,-0.016962528,-0.001862526,254.65,249.928528,248.87,17.3789063,17.400156,17.405468,304.832184,125.342705,49.9349,417.9375,418.384369,418.206238,4.61485,4.66145,4.6411,184.027771,82.7000046,83.7000046,87.9,76,17.0275,20.43,26.1074982,19.9849987,6172.082,83.3,82.2000046,5.51125,8.5625,9.0625,86.5,86.1,0,2.107325,2.0881,2.087175,46.73125,46.4881248,46.70625,26.828125,5.8275
61.7,64.9,64.6,61.6000023,-0.020250022,-0.015737474,-0.000637472,240.650009,233.951187,233.865,17.3993759,17.4257813,17.4206238,305.8449,126.666718,49.5023155,418.446869,418.6906,418.715637,4.63115,4.668,4.66065,184.837967,82.6,84,87.6,76.2000046,16.9037514,20.34875,26.2699986,19.9037514,6179.90332,83.3,82.2000046,5.51125,8.5625,9.0625,86.4,86,0,2.107325,2.088925,2.082275,46.8331261,46.67125,46.82875,26.57187653,5.91
61.6000023,64.7000046,64.8,61.7,-0.01781249,-0.014512479,0.00098753,227.62001,218.952774,219.185,17.4196873,17.4460945,17.45125,306.857635,126.466476,49.7280121,419.056244,419.403137,419.328125,4.63275,4.67615,4.6639,185.300919,82.7000046,83.9,87.7000046,76.2000046,16.86375,19.9825,26.51375,20.06625,6179.90332,83.4,82.3,5.5925,8.72625,8.735001,86.5,86.1,0,2.10895,2.09055,2.0839,46.8331261,46.65125,46.8493767,26.54062462,6.03250027
61.6000023,64.7000046,64.8,61.7,-0.017412484,-0.013700008,0.001399994,217.849991,209.173615,209.075,17.38922,17.4206238,17.4257813,305.9896,126.442612,49.40828,418.243744,418.5875,418.512482,4.59045,4.64845,4.61825,184.490738,82.6,83.9,87.6,76.2000046,17.23,20.34875,26.35125,20.1475,6179.90332,83.3,82.2000046,5.55250025,8.88875,8.65375,86.4,86,0,2.107325,2.091375,2.084725,46.8737526,46.6918755,46.82875,26.41875076,6.07375
61.6000023,64.8,64.9,61.7,-0.018625021,-0.014100015,0.00098753,203.52002,194.1702,193.58,17.3789063,17.400156,17.405468,304.398132,126.301331,49.9537048,416.71875,417.1594,417.2875,4.6458,4.69735,4.67535,184.027771,82.8,83.9,88,76.2000046,17.23,20.18625,26.0262489,20.025,6179.90332,83.3,82.2000046,5.55250025,8.72625,9.0625,86.4,86,0,2.107325,2.0873,2.08555,46.89375,46.65125,46.89,26.421875,6.07375
61.6000023,64.7000046,64.9,61.7,-0.018225014,-0.013700008,0.001799941,189.349991,179.171783,178.735,17.3840637,17.4103127,17.4156246,306.134247,125.997307,49.74682,418.243744,418.790649,418.715637,4.62465,4.6631,4.64435,185.069443,82.7000046,83.9,87.8,76.2000046,16.945,20.43,26.2699986,20.10625,6179.90332,83.4,82.3,5.67375,8.97,8.81625,86.4,86,0,2.10895,2.088925,2.086375,46.89375,46.65125,46.89,25.88124847,6.27625
61.6000023,64.7000046,64.9,61.7,-0.01781249,-0.013700008,0.001399994,304.155,305.3572,307.75,17.3739071,17.400156,17.405468,305.9896,126.427605,49.4458923,418.446869,418.790649,418.918762,4.61485,4.65495,4.6427,184.837967,82.6,84,87.6,76.2000046,17.0675,20.43,26.2699986,20.025,6179.90332,83.3,82.2000046,5.55250025,8.5625,8.89875,86.3,85.9,0,2.1065,2.088925,2.0839,46.8531265,46.67125,46.87,26.13437462,6.07375
61.5,64.7000046,64.9,61.7,-0.01700002,-0.012875021,0.002624989,445.340027,457.958374,459.115,17.3789063,17.4053116,17.405468,306.5683,126.803726,49.6903954,418.853119,419.303131,419.225,4.60835,4.6468,4.6346,185.300919,82.6,84,87.6,76.2000046,17.19,20.18625,26.18875,19.74,6178.3584,83.4,82.3,5.43,8.60375,8.89875,86.4,86,0,2.10895,2.0873,2.08555,46.8531265,46.67125,46.8493767,26.15937614,5.86875
61.6000023,64.6,65,61.7,-0.016600013,-0.012462497,0.003025055,431.169983,442.80014,443.13,17.36875,17.39,17.395155,305.4109,126.963463,49.65278,417.8375,418.181244,418.103119,4.61975,4.66145,4.64765,184.143509,82.6,84,87.7000046,76.2000046,17.0275,19.7799988,26.0262489,19.7799988,6175.22,83.4,82.3,5.5925,8.5225,9.14375,86.4,86,0,2.110575,2.088925,2.08555,46.9143753,46.7125,46.9106255,26.45624924,5.95125
61.5,64.5,65,61.7,-0.015775025,-0.011650026,0.003437519,417.005,426.817841,427.14502,17.44,17.4614067,17.4665623,306.712952,127.733955,49.67159,419.1594,419.609375,419.431244,4.6735,4.71365,4.7014,185.995361,82.5,84,87.5,76.1,16.741251,19.73875,26.18875,19.94375,6167.35,83.3,82.2000046,5.5925,8.685,8.98,86.3,85.9,0,2.108125,2.0922,2.087175,46.8531265,46.67125,46.8493767,26.78125,6.15499973
61.6000023,64.8,65,61.6000023,-0.018225014,-0.013700008,0.001399994,402.51,410.515869,410.18,17.5112514,17.5276566,17.5176563,305.8449,127.535095,49.3706627,418.446869,418.6906,418.715637,4.62465,4.66475,4.64765,184.259262,82.5,84,87.4,76.2000046,17.0275,20.145,26.1074982,20.025,6172.082,83.3,82.2000046,5.51125,8.60375,9.0625,86.3,85.9,0,2.108125,2.09055,2.08555,46.9143753,46.6918755,46.87,26.703125,5.95125
61.5,64.5,65.1,61.8,-0.014962494,-0.010837495,0.004662514,389.485016,396.336548,396.485,17.4959373,17.5226555,17.5226555,306.5683,127.1144,49.57755,418.243744,418.4875,418.512482,4.6181,4.65655,4.64765,184.722214,82.5,84,87.5,76.1,16.741251,20.34875,26.0262489,20.06625,6168.89551,83.4,82.3,5.5925,8.645,8.735001,86.4,86,0,2.1065,2.08975,2.086375,46.89375,46.7531281,46.9106255,26.72187424,6.03250027
61.5,64.5,65.2000046,61.9,-0.013337493,-0.010025024,0.005475044,377.27002,383.291,383.76,17.4654675,17.4920311,17.5075,306.5683,126.554329,49.6339722,418.140625,418.28125,418.409363,4.59695,4.62885,4.6232,184.143509,82.6,84.1,87.6,76.2000046,16.98625,19.86125,26.1074982,20.025,6170.489,83.4,82.3,5.51125,8.60375,8.89875,86.3,86,0,2.1057,2.088925,2.0839,46.9143753,46.7531281,46.9306259,26.703125,5.91
61.8,64.8,65.4,62,-0.015775025,-0.011250019,0.003849983,364.08,369.59613,368.755,17.36875,17.400156,17.395155,306.134247,126.911911,49.67159,418.446869,418.790649,418.918762,4.61325,4.6533,4.64765,185.185181,82.7000046,84.1,87.7000046,76.3,16.7825,20.18625,25.945,19.94375,6175.22,83.6,82.5,5.51125,8.93,8.8575,86.4,86,0,2.099175,2.0824,2.08065,47.2606239,47.0181274,47.2368736,26.72812653,5.8275
61.6000023,64.7000046,65.3,61.9,-0.015775025,-0.011650026,0.003849983,348.12,353.294159,354.889984,17.3535938,17.3798428,17.385,305.555542,126.394226,49.74682,418.040619,418.28125,418.309357,4.62465,4.66475,4.6509,184.490738,82.6,84,87.8,76.2000046,16.741251,20.145,26.18875,19.7799988,6178.3584,83.5,82.4,5.43,8.645,8.81625,86.4,86,0,2.10245,2.08565,2.082275,47.03625,46.855,47.0125,26.77812576,5.91
61.6000023,64.7000046,65.3,61.8,-0.016600013,-0.01206249,0.003025055,338.35,342.206421,343.31,17.3484383,17.369688,17.3748436,305.4109,125.803162,49.84086,418.040619,418.4875,418.309357,4.61325,4.65005,4.6411,184.606476,82.7000046,84,87.9,76.2000046,17.0275,19.9825,25.8637486,19.9037514,6175.22,83.5,82.5,5.51125,8.5625,8.8575,86.4,86,0,2.104875,2.0873,2.082275,47.01625,46.855,47.0331268,26.60000038,5.91
61.7,64.9,65.4,61.9,-0.016600013,-0.01206249,0.003025055,325,329.001038,329.61,17.328125,17.35422,17.3595314,305.555542,126.285019,49.76563,418.3469,418.6906,418.612518,4.6393,4.68105,4.66065,184.837967,82.6,84,87.8,76.3,16.86375,19.9825,26.0262489,19.7799988,6173.627,83.5,82.5,5.51125,8.60375,8.89875,86.5,86.1,0,2.1057,2.0873,2.082275,47.0975,46.8956261,47.1556244,26.92500114,5.99125
61.6000023,64.8,65.2000046,61.8,-0.017412484,-0.012875021,0.002212524,311.97,314.651917,314.930023,17.3331261,17.35422,17.364687,305.9896,125.371773,49.5023155,418.446869,418.790649,418.715637,4.61485,4.64845,4.6346,184.837967,82.6,83.9,87.8,76.2000046,17.14875,20.2675,25.8637486,19.8625,6175.22,83.5,82.4,5.38875,8.645,9.0625,86.4,86,0,2.1057,2.0881,2.086375,47.0568733,46.835,47.0531273,27.83749962,5.8275
61.7,64.8,65.3,61.9,-0.01700002,-0.012462497,0.002624989,297.965,297.700653,299.105,17.36875,17.400156,17.4003124,306.278931,126.421005,49.57755,418.853119,419.303131,419.228149,4.60835,4.6533,4.63295,185.185181,82.6,84,87.7000046,76.3,16.945,20.105,25.945,19.8625,6168.89551,83.7000046,82.5,5.43,8.48125,8.81625,86.5,86.1,0,2.104075,2.08565,2.08065,47.1787529,46.9368744,47.1350021,28.32500076,5.99125
61.8,65,65.2000046,61.9,-0.019037485,-0.014100015,0.00098753,285.59,283.676178,284.915,17.36875,17.395155,17.395155,306.278931,126.956024,49.4458923,418.65,418.996857,419.021881,4.623,4.66635,4.6525,185.300919,82.6,84,87.6,76.3,16.70125,20.39,26.18875,19.6575,6165.75732,83.6,82.5,5.5925,8.5625,8.89875,86.5,86.1,0,2.10245,2.08565,2.077375,47.1787529,46.998127,47.19625,29.13437462,6.03250027
61.9,65.1,65.2000046,62,-0.019037485,-0.014100015,0.001399994,271.915,268.517944,269.75,17.3585949,17.3798428,17.385,305.555542,126.305916,49.7280121,418.040619,418.28125,418.309357,4.5888,4.63045,4.61825,184.259262,82.7000046,84,87.8,76.4,16.8225,20.83625,26.0262489,20.025,6168.89551,83.7000046,82.7000046,5.43,8.4,8.6125,86.6,86.2000046,0,2.10245,2.084025,2.082275,47.32125,47.1,47.2981262,28.95312691,5.91
62.2,65.5,65.4,62.1000023,-0.019037485,-0.014512479,0.000587463,260.84,255.797028,256.375,17.3739071,17.400156,17.405468,305.4109,126.135117,49.6903954,417.8375,418.181244,418.309357,4.6165,4.65655,4.6427,184.490738,82.9,84,87.9,76.6,16.9037514,21,26.0262489,19.8625,6178.3584,83.8,82.8,5.51125,8.44125,8.89875,86.7000046,86.2000046,0,2.099175,2.081575,2.07575,47.545002,47.3856239,47.5431252,29.64687729,6.19499969
62.4,65.7000046,65.5,62.3,-0.019850016,-0.01532501,-0.000225008,245.534988,238.351318,238.43,17.34328,17.36453,17.364687,305.2662,125.900261,49.8784752,417.9375,418.384369,418.309357,4.61325,4.6517,4.64765,184.606476,83.1,84.1,88.1,76.8,16.7825,20.5925,25.945,19.53625,6178.3584,84,83,5.67375,8.7675,8.89875,86.8,86.4,0,2.09675,2.0775,2.07085,47.7893753,47.5893745,47.767498,30.625,6.03250027
62.2,65.7000046,65.1,62.1000023,-0.022287488,-0.018175006,-0.003087521,233.81,225.31076,225.875,17.3535938,17.3746872,17.3798428,306.5683,126.492142,49.6339722,419.259369,419.709381,419.53125,4.6165,4.65655,4.6411,185.416656,82.9,84,87.7000046,76.6,17.14875,20.79625,26.0262489,19.9849987,6167.35,83.9,82.8,5.51125,8.5625,8.89875,86.8,86.4,0,2.1008,2.080775,2.07575,47.545002,47.3856239,47.56375,31.09062576,5.86875
62.2,65.7000046,64.9,62,-0.024325013,-0.019812524,-0.005124986,219.48,209.822891,208.745,17.38922,17.4103127,17.4156246,305.9896,126.941948,49.5023155,418.65,418.996857,419.125,4.6051,4.65655,4.6427,185.069443,82.9,83.9,87.7000046,76.6,16.7825,20.4712486,26.0262489,19.6575,6173.627,83.9,82.8,5.51125,8.645,8.81625,86.8,86.3,0,2.10245,2.08565,2.079025,47.5043755,47.3037529,47.5225,31.484375,5.91
62,65.6,64.6,61.6000023,-0.026362479,-0.021037519,-0.006749988,205.8,195.478745,195.37,17.3331261,17.3492184,17.3595314,306.134247,125.514511,49.7280121,418.3469,418.790649,418.818756,4.6165,4.65655,4.646,185.069443,82.9,83.7000046,87.9,76.3,17.0675,21.04,25.945,19.7799988,6170.489,83.7000046,82.6,5.51125,8.8075,8.940001,86.7000046,86.3,0,2.107325,2.088925,2.08065,47.0775,46.8756256,47.0943756,32.078125,5.99125
61.9,65.6,64.3,61.3,-0.02880001,-0.023887515,-0.009199977,191.96,181.454269,181.345,17.3128128,17.3339062,17.34422,304.832184,125.226685,49.84086,417.431244,417.668762,417.696869,4.6051,4.64515,4.6346,184.143509,82.9,83.6,88,76.2000046,16.945,20.34875,25.7825,19.74,6168.89551,83.4,82.3,5.51125,8.5625,8.735001,86.6,86.3,0,2.10895,2.09055,2.0839,46.89375,46.65125,46.9106255,33.64374924,5.99125
62,65.8,64.2000046,61.3,-0.029612482,-0.024699986,-0.010012507,286.73,284.330475,287.2,17.3331261,17.359375,17.369688,305.9896,125.702934,49.6903954,418.550018,418.790649,418.818756,4.61485,4.65495,4.63945,185.069443,82.9,83.6,87.8,76.2000046,16.8225,20.7550011,26.0262489,19.82125,6167.35,83.5,82.4,5.67375,9.29625,8.695,86.7000046,86.3,0,2.107325,2.088925,2.0888,46.8531265,46.6918755,46.87,33.671875,6.60374975
62,65.8,64,61.2,-0.030425012,-0.025512517,-0.011237502,438.17,449.158081,450.31,17.328125,17.35422,17.3543758,305.9896,125.542389,49.6903954,418.446869,418.790649,418.715637,4.6344,4.67285,4.6623,185.069443,82.8,83.5,87.8,76.1,16.61875,20.5525,25.8637486,19.6575,6165.75732,83.5,82.4,5.51125,8.645,8.98,86.8,86.4,0,2.107325,2.09055,2.087175,46.7925,46.5693741,46.8081245,33.68125153,5.91
62.1000023,66,63.9,61.2,-0.03206247,-0.026737511,-0.012462497,435.57,446.710815,448.025,17.3382816,17.359375,17.364687,306.278931,125.9565,49.5963554,418.853119,419.303131,419.125,4.61325,4.6582,4.64435,185.300919,82.8,83.5,87.7000046,76.2000046,16.7825,20.715,26.0262489,19.82125,6170.489,83.4,82.3,5.5925,8.4,8.940001,86.8,86.4,0,2.108125,2.09055,2.0839,46.7925,46.6106224,46.8081245,32.203125,5.91
62,66.1,63.8,61.1000023,-0.033687472,-0.027962506,-0.014100015,422.54,432.52655,433.02002,17.34328,17.369688,17.3748436,306.134247,126.385689,49.2766228,418.65,418.790649,418.918762,4.6018,4.6435,4.63295,185.069443,82.8,83.5,87.5,76.2000046,16.9037514,20.95875,26.0262489,19.9037514,6167.35,83.3,82.2000046,5.5925,8.5225,9.14375,86.7000046,86.3,0,2.10895,2.088925,2.086375,46.7925,46.5693741,46.7675,31.55312538,5.91
62,66.1,63.9,61.1000023,-0.03206247,-0.026737511,-0.012462497,408.050018,416.384369,416.71,17.328125,17.3492184,17.3543758,305.555542,125.3127,49.5587425,418.143738,418.6906,418.612518,4.6165,4.64845,4.6411,184.490738,82.9,83.5,87.9,76.2000046,16.9037514,20.34875,26.18875,19.69875,6175.22,83.3,82.2000046,5.55250025,8.5625,9.02125,86.7000046,86.3,0,2.10895,2.08975,2.08555,46.7925,46.52875,46.7881279,32.140625,5.86875
62,65.9,64.1,61.3,-0.029612482,-0.02429998,-0.010012507,395.02002,401.875458,402.19,17.3229675,17.35422,17.3492184,305.8449,125.589035,49.84086,418.040619,418.384369,418.309357,4.61485,4.6468,4.63945,184.722214,82.9,83.6,87.9,76.2000046,17.19,20.43,26.0262489,19.8625,6172.082,83.3,82.2000046,5.51125,8.645,8.98,86.7000046,86.3,0,2.1065,2.0873,2.0831,46.8531265,46.6918755,46.8081245,32.3125,5.86875
61.9,65.8,63.8,61,-0.03206247,-0.026737511,-0.012462497,381.504974,388.3454,388.655,17.3179684,17.3440628,17.34422,305.555542,125.371742,49.5963554,418.040619,418.384369,418.309357,4.5839,4.62885,4.60685,184.259262,82.8,83.5,87.8,76.1,17.0275,20.51125,25.945,19.8625,6170.489,83.3,82.1,5.47,8.645,8.81625,86.7000046,86.3,0,2.107325,2.09055,2.087175,46.65,46.4268761,46.645,31.90625,5.8275
61.9,65.8,63.7,61,-0.03206247,-0.027562499,-0.012875021,369.615021,375.464661,375.93,17.3331261,17.359375,17.364687,305.121521,125.403831,49.822052,417.8375,418.078125,418.309357,4.61485,4.65655,4.64765,184.259262,82.8,83.6,87.9,76.1,16.945,20.4712486,26.18875,19.9037514,6178.3584,83.2000046,82,5.51125,8.60375,9.3075,86.6,86.2000046,0,2.110575,2.093,2.08555,46.58875,46.40625,46.6043739,32.11562729,6.03250027
