TI831061A,TI831061B,TI831060A,TI831060B,XSI831090,XSI831091,XSI831092,LSI831010,LSI831011,LSI831012,PZI831003,PZI831004,PZI831005,TI831001,FI821002,PI821019,TSI821017,TSI821018,TSI821019,PZI831006,PZI831007,PZI831008,TI831002,TI831063A,TI831063B,TI831062A,TI831062B,VSI831091A,VSI831091B,VSI831090A,VSI831090B,SZI831090,TI831064A,TI831064B,VSI831092B,VSI831093A,VSI831093B,TI831065A,TI831065B,PX8310_1_NM1/NUM1.PV,PSI831047,PSI831048,PSI831049,TSI831042,TSI831043,TSI831044,OutsideTemperature,VSI831092A
61.2,63.8,65.1,61.8,-0.009675026,-0.007574975,0.009549975,366.52,372.043427,370.71,17.3179684,17.3492184,17.3543758,304.832184,128.410324,49.7280121,418.3469,418.5875,418.512482,4.65885,4.69895,4.70305,185.185181,82.6,84.3,87.6,76.3,16.9037514,20.4712486,26.4324989,19.9037514,6168.89551,83.9,82.7000046,5.43,8.44125,8.695,86.7000046,86.3,0,2.1171,2.0987,2.0937,46.7106247,46.52875,46.7268753,26.51250076,5.91
61.3,63.8,65.2000046,61.9,-0.008449972,-0.007175028,0.010362506,356.264984,361.7698,361.58,17.3229675,17.3492184,17.3543758,305.2662,128.998276,49.67159,418.243744,418.6906,418.612518,4.6686,4.70875,4.69655,185.416656,82.6,84.4,87.5,76.3,17.10875,20.43,26.4324989,20.1887512,6183.042,83.9,82.7000046,5.43,8.48125,8.81625,86.7000046,86.3,0,2.110575,2.093825,2.0888,46.67,46.54875,46.7268753,26.73749924,5.8275
61.4,63.9,65.1,61.9,-0.010900021,-0.009212494,0.007925034,346.005,350.8469,351.139984,17.3229675,17.3492184,17.3543758,305.8449,129.21167,49.5023155,418.853119,419.0969,419.125,4.67185,4.70225,4.6998,185.879623,82.5,84.3,87.3,76.3,16.98625,20.5525,26.5549984,20.06625,6176.765,84,82.8,5.43,8.5225,8.81625,86.8,86.4,0,2.1122,2.093,2.0888,46.751873,46.6106224,46.8081245,27.67187309,5.99125
61.8,64.3,65.5,62.2,-0.01008749,-0.007987499,0.008737445,337.535,341.552155,342.330017,17.3535938,17.3798428,17.3798428,305.4109,129.112946,49.5023155,418.243744,418.5875,418.615631,4.6621,4.70225,4.6884,185.416656,82.7000046,84.5,87.5,76.6,16.98625,20.105,26.51375,19.94375,6178.3584,84.2000046,83.1,5.51125,8.318749,8.65375,86.9,86.5,0,2.10245,2.08565,2.08065,47.24,47.05875,47.2168732,28.63437462,5.8275
61.6000023,64.1,65.2000046,62,-0.010487497,-0.009212494,0.007925034,327.28,330.958862,331.240021,17.3382816,17.359375,17.364687,305.4109,128.759949,49.7280121,418.243744,418.6906,418.715637,4.6572,4.70385,4.6851,185.648148,82.7000046,84.4,87.5,76.4,16.9037514,20.8775,26.51375,20.27,6179.90332,84.1,83,5.3475,8.5625,8.65375,86.8,86.4,0,2.108125,2.09055,2.087175,46.955,46.77375,46.9718742,29.14999962,5.99125
61.7,64.3,65.2000046,62.1000023,-0.011300027,-0.010025024,0.007112503,317.185,319.5465,319.495,17.3484383,17.359375,17.3748436,304.832184,128.869476,49.84086,418.040619,418.4875,418.512482,4.6556,4.7006,4.6884,185.185181,82.8,84.3,87.6,76.5,16.66,20.43,26.51375,19.9849987,6175.22,84.2000046,83.1,5.51125,8.44125,8.735001,87,86.6,0,2.1065,2.088925,2.08555,47.1181259,46.91625,47.1143761,30.11562538,5.86875
61.8,64.5,65.1,62.1000023,-0.013337493,-0.01206249,0.005475044,304.81,307.8045,307.915,17.3331261,17.35422,17.3543758,304.832184,128.240036,49.7844353,418.040619,418.28125,418.409363,4.67835,4.71525,4.7063,185.185181,83,84.4,87.8,76.6,16.741251,20.67375,26.2699986,20.06625,6175.22,84.2000046,83.1,5.51125,8.645,8.5725,87,86.6,0,2.104075,2.08565,2.082275,47.1993752,46.998127,47.1756248,30.99687386,5.95125
62,64.6,64.9,62.1000023,-0.015375018,-0.013700008,0.003025055,296.34,296.39212,297.315,17.3382816,17.36453,17.364687,305.121521,129.0487,49.7280121,418.243744,418.5875,418.512482,4.7044,4.74625,4.7324,185.879623,82.9,84.3,87.6,76.6,17.0675,20.43,26.59625,20.10625,6176.765,84.2000046,83.1,5.47,8.44125,8.735001,87,86.6,0,2.10245,2.08565,2.08065,47.1993752,46.9775,47.19625,32.11249924,5.7875
62,64.8,64.7000046,62,-0.018225014,-0.016962528,-0.000225008,290.475,288.895416,290.625,17.3535938,17.3746872,17.3748436,305.8449,129.259369,49.48351,418.853119,419.2,419.125,4.65885,4.7006,4.68675,185.879623,82.9,84.2000046,87.4,76.7000046,16.61875,21.1625,26.75875,20.35125,6179.90332,84.2000046,83.1,5.51125,8.60375,8.6125,87.1,86.7000046,0,2.10325,2.08565,2.08065,47.1993752,47.03875,47.19625,32.81562805,5.91
62.4,65.2000046,65,62.3,-0.019037485,-0.017362475,-0.001049995,279.73,276.50412,277.58,17.3585949,17.369688,17.364687,305.2662,129.022263,49.6339722,418.446869,418.790649,418.715637,4.6637,4.70715,4.69165,185.300919,83.2000046,84.4,87.6,77,17.0275,20.43,26.6775017,19.94375,6181.49658,84.5,83.4,5.47,8.685,8.81625,87.3,86.9,0,2.104875,2.0873,2.0839,47.484375,47.345,47.4206238,33.28750229,6.03250027
62.2,65.1,64.6,62,-0.020662487,-0.019812524,-0.003087521,270.61,267.2094,267.63,17.3229675,17.3390636,17.3543758,304.6875,128.5986,49.6903954,418.143738,418.384369,418.309357,4.65885,4.6957,4.68675,185.300919,83.1,84.2000046,87.6,76.7000046,16.9037514,21,26.6775017,20.10625,6175.22,84.3,83.2000046,5.5925,8.645,8.89875,87.3,86.8,0,2.10325,2.08565,2.082275,47.30125,47.1,47.3393745,34.08750153,5.91
62.3,65.3,64.5,62,-0.022287488,-0.021037519,-0.004299998,260.514984,254.8181,254.74,17.3382816,17.36453,17.369688,305.2662,129.0473,49.8596649,418.243744,418.5875,418.512482,4.67185,4.70385,4.6998,185.416656,83.1,84.1,87.5,76.8,17.23,21,26.75875,19.82125,6176.765,84.4,83.3,5.43,8.7675,8.65375,87.3,86.9,0,2.1008,2.0824,2.079025,47.3825,47.1812477,47.359375,33.83124924,5.8275
62.4,65.5,64.7000046,62.1000023,-0.021887481,-0.020212472,-0.003899992,250.09,244.714279,245.285,17.3179684,17.3440628,17.3492184,305.4109,128.837463,49.84086,418.243744,418.6906,418.512482,4.6523,4.6957,4.6802,185.300919,83.1,84,87.7000046,76.9,16.8225,20.5525,26.4324989,19.7799988,6172.082,84.5,83.4,5.43,8.48125,8.5725,87.4,87,0,2.099175,2.081575,2.077375,47.545002,47.345,47.5431252,32.82500076,5.86875
62.4,65.6,64.3,61.9,-0.024325013,-0.023074985,-0.006749988,240.975,233.626556,234.190018,17.3739071,17.395155,17.4003124,306.278931,128.549591,49.3518524,419.056244,419.403137,419.53125,4.6051,4.64515,4.6346,185.300919,83,84,87.2000046,76.8,16.7825,20.9187489,26.5549984,19.9849987,6172.082,84.3,83.2000046,5.43,8.318749,8.65375,87.4,86.9,0,2.104075,2.08565,2.082275,47.32125,47.1206245,47.2981262,27.79062462,5.95125
62.9,66.3,64.9,62.2,-0.025550008,-0.02266252,-0.006749988,232.99501,224.661469,224.73,17.328125,17.3492184,17.3543758,303.096069,134.4808,49.8596649,417.634369,418.181244,418.0031,4.7044,4.73975,4.72585,184.606476,83,84,86.5,77.2000046,18.289999,21.89375,27.897501,20.31,6179.90332,85.9,84.7000046,5.51125,8.48125,8.16375,88.8,88.3,0,2.095925,2.0775,2.074125,47.7893753,47.67125,47.8293762,24.46249962,5.8275
62.1000023,65.3,64.4,61.7,-0.022287488,-0.0194,-0.00227499,222.41,211.29126,212.66,17.328125,17.3492184,17.3543758,304.542816,133.61998,49.6903954,419.1594,419.506256,419.53125,4.6979,4.743,4.72585,184.722214,82.6,83.7000046,86.4,76.6,17.5975,21.28375,27.164999,20.1887512,6172.082,85.5,84.3,5.51125,8.318749,8.245,88.5,88,0,2.104875,2.0873,2.0839,47.1381264,46.9368744,47.1143761,27.44687462,5.99125
62.1000023,65.2000046,64.8,62,-0.018225014,-0.015737474,0.00098753,215.24501,205.257935,204.995,17.3585949,17.39,17.39,303.674774,133.507874,50.2358246,418.040619,418.384369,418.512482,4.6458,4.70225,4.7063,184.143509,83,83.9,87.2000046,76.7000046,17.19,21.4475,26.6775017,19.9849987,6172.082,85.6,84.4,5.51125,8.278749,8.245,88.5,88,0,2.1057,2.0881,2.0839,47.30125,47.1,47.2981262,30.07187462,5.8275
62.1000023,65.1,64.2000046,61.7,-0.020662487,-0.01858753,-0.00227499,205.8,195.149109,195.37,17.3078117,17.3390636,17.34422,303.9641,135.583679,49.5399323,418.853119,419.303131,419.228149,4.71095,4.65985,4.74055,185.995361,82.3,83.7000046,85.5,76.6,17.23,22.62625,27.735,20.8000011,6172.082,85.5,84.3,5.43,8.4,8.40875,88.5,87.9,0,2.104075,2.08565,2.082275,47.01625,46.855,47.0125,31.16250038,5.7875
62,65,64.2000046,61.6000023,-0.019850016,-0.01858753,-0.001462519,198.63501,188.955963,188.195,17.3229675,17.3492184,17.3543758,303.3854,134.223114,49.5587425,418.040619,418.384369,418.512482,4.68485,4.72505,4.71445,184.722214,82.5,83.7000046,86,76.5,17.3112488,21.24375,27.2875,20.1475,6179.90332,85.3,84.1,5.47,8.44125,8.40875,88.3,87.8,0,2.1057,2.088925,2.0839,46.89375,46.6918755,46.89,30.21562386,5.99125
62,64.9,64.1,61.6000023,-0.021475017,-0.020212472,-0.003087521,192.12001,181.7789,181.02,17.3179684,17.3390636,17.34422,303.9641,134.353027,49.4458923,418.446869,418.893768,418.918762,4.68325,4.7234,4.7112,185.069443,82.4,83.7000046,85.9,76.6,17.27125,21.3249989,27.8162518,20.55625,6176.765,85.4,84.2000046,5.26625,8.318749,8.327499,88.4,87.8,0,2.108125,2.09055,2.08555,46.89375,46.65125,46.8493767,30.05624962,5.665
62,64.9,64.1,61.7,-0.020662487,-0.0194,-0.002674997,225.340012,216.021042,216.409988,17.34328,17.369688,17.3748436,303.9641,134.536682,49.5023155,418.446869,418.790649,418.715637,4.6702,4.70875,4.6949,185.300919,82.4,83.7000046,85.7000046,76.6,17.3112488,21.56875,27.49,20.4325,6179.90332,85.3,84.1,5.3075,8.318749,8.245,88.3,87.8,0,2.1057,2.0873,2.0839,46.8737526,46.7125,46.9106255,29.703125,5.8275
62,64.9,64.2000046,61.7,-0.020662487,-0.0194,-0.001862526,325.324982,328.022125,329.285,17.328125,17.3492184,17.3543758,303.3854,134.560547,49.6339722,417.8375,418.181244,418.309357,4.68485,4.72505,4.7177,184.722214,82.5,83.7000046,86.1,76.5,17.10875,21.69125,27.49,20.1887512,6175.22,85.3,84.1,5.26625,8.44125,8.40875,88.3,87.8,0,2.107325,2.088925,2.08555,46.935,46.7331276,46.95125,29.11562538,5.705
61.8,64.6,64.6,61.8,-0.016600013,-0.014512479,0.002212524,384.925018,391.766632,392.08,17.2620316,17.2879677,17.2931252,303.819458,130.365829,49.74682,417.734375,418.078125,418.103119,4.71095,4.75115,4.7438,185.416656,82.8,83.8,87.3,76.5,17.7200012,21.2025,26.798748,20.10625,6170.489,84.8,83.7000046,5.51125,8.4,8.327499,87.7000046,87.2000046,0,2.1057,2.0873,2.0839,46.9756241,46.77375,46.9918747,29.09062576,5.99125
61.8,64.6,64.9,61.9,-0.014562488,-0.012462497,0.00425005,425.794983,435.947754,435.955,17.26703,17.2981262,17.3034382,304.6875,129.626785,49.76563,418.040619,418.4875,418.512482,4.67185,4.71365,4.6998,185.300919,82.9,83.9,87.5,76.5,17.92375,21.08125,26.63625,20.27,6176.765,84.8,83.6,5.51125,8.2375,8.327499,87.7000046,87.2000046,0,2.107325,2.08975,2.08555,47.0568733,46.855,47.0531273,28.59062576,5.7875
61.9,64.7000046,64.9,62,-0.014962494,-0.012462497,0.004662514,438.500031,450.13205,450.960022,17.2976551,17.32375,17.3340626,304.542816,130.884155,49.5963554,418.243744,418.4875,418.409363,4.6914,4.7316,4.7177,185.300919,82.8,83.9,87.2000046,76.5,17.39375,21.08125,27.164999,20.4325,6179.90332,84.9,83.7000046,5.43,8.278749,8.286249,87.7000046,87.3,0,2.104875,2.0873,2.0839,47.0775,46.8956261,47.0943756,28.16562271,5.91
61.7,64.4,65.2000046,62.1000023,-0.010487497,-0.00880003,0.008737445,433.29,444.5882,444.434967,17.2771873,17.2981262,17.3034382,304.398132,129.703461,49.7280121,418.140625,418.4875,418.512482,4.66535,4.71525,4.7014,184.722214,82.8,84,87.3,76.5,17.8425,21.12125,26.9212513,20.27,6175.22,85,83.8,5.3475,8.36,8.40875,87.8,87.3,0,2.10325,2.08565,2.08065,47.1381264,46.9368744,47.1350021,27.33437347,5.8275
61.7,64.3,65.2000046,62.1000023,-0.009675026,-0.007574975,0.009150028,423.52,434.644165,434.16,17.2925,17.3134384,17.318594,304.6875,130.84375,49.65278,418.243744,418.6906,418.512482,4.69625,4.72995,4.72425,185.879623,82.7000046,84,87.2000046,76.5,17.27125,20.9187489,26.88,20.4325,6178.3584,84.9,83.7000046,5.55250025,8.685,8.245,87.6,87.1,0,2.104075,2.08565,2.081475,47.03625,46.8956261,47.0943756,27.42187309,6.07375
61.7,64.3,65.1,62,-0.011712492,-0.009612501,0.008337498,416.515,423.886047,425.845,17.2925,17.2981262,17.318594,304.1088,131.958008,49.4458923,418.243744,418.6906,418.512482,4.76955,4.80985,4.8025,187.152771,82.4,83.9,86.4,76.5,17.3525,21.40625,27.3275,20.6375,6175.22,84.9,83.7000046,5.3475,8.318749,8.245,87.7000046,87.2000046,0,2.1065,2.0873,2.0839,46.9956245,46.855,47.0125,27.171875,5.91
61.4,64.1,65.6,62.1000023,-0.007237494,-0.004724979,0.012412548,411.469971,420.300049,419.97,17.328125,17.277813,17.34422,306.134247,127.179192,49.67159,418.243744,418.5875,418.512482,4.7207,4.76095,4.7536,186.34259,82.8,84.2000046,87.8,76.4,17.475,20.715,26.4324989,20.06625,6175.22,84.3,83.1,5.47,8.318749,8.49,87,86.6,0,2.104075,2.08565,2.082275,47.0775,46.855,47.0531273,27.06874847,5.91
61.4,63.9,65.4,62.1000023,-0.00682497,-0.005137503,0.011999965,402.185,408.887665,407.574982,17.4298439,17.4562511,17.4614067,306.278931,128.0979,49.5399323,418.446869,418.790649,418.715637,4.6914,4.7316,4.71935,185.879623,82.7000046,84.2000046,87.5,76.4,17.0675,20.2675,26.7174988,20.22875,6175.22,84.2000046,83.1,5.3475,8.48125,8.40875,87,86.5,0,2.10975,2.0922,2.087175,46.955,46.7331276,46.9718742,26.80312347,5.8275
61.4,63.9,65.5,62.1000023,-0.006425023,-0.004724979,0.012812495,394.37,400.736664,400.724976,17.4348431,17.45125,17.4564075,306.5683,128.265015,49.67159,418.853119,419.0969,419.225,4.6914,4.72015,4.70955,185.995361,82.8,84.2000046,87.5,76.4,17.39375,20.79625,26.51375,20.06625,6175.22,84.3,83.2000046,5.43,8.278749,8.49,87.1,86.6,0,2.110575,2.09055,2.08555,46.9756241,46.8143768,46.9918747,26.51250076,5.91
61.4,63.9,65.4,62.1000023,-0.007237494,-0.004724979,0.011999965,386.065,391.931427,391.265,17.4451561,17.4767189,17.4870319,305.2662,127.693054,49.9349,417.431244,417.875,417.796875,4.67185,4.71855,4.6998,184.722214,82.8,84.2000046,87.9,76.3,17.92375,20.7550011,26.35125,19.9849987,6165.75732,84.2000046,83.1,5.43,8.4,8.6125,87,86.5,0,2.10895,2.093825,2.0888,46.9143753,46.77375,46.89,26.37499809,5.99125
61.3,64.4,65.6,61.9,-0.011300027,-0.007175028,0.01077497,378.085,384.594543,384.74,17.6789074,17.7010937,17.70125,308.449066,122.285492,49.74682,417.8375,418.181244,418.206238,4.7598,4.80335,4.78945,186.226852,82.7000046,84.2000046,88.2000046,76.2000046,18.3725,20.7550011,26.18875,20.025,6172.082,83.8,82.7000046,5.51125,8.15625,8.5725,86.7000046,86.2000046,0,2.10895,2.0922,2.088,46.9143753,46.7125,46.9106255,26.14999962,5.8275
61.9,65.7000046,64.1,61.3,-0.022287488,-0.017775,0.000174999,374.990021,380.8437,380.495,17.7501564,17.70625,17.7114067,305.2662,107.812729,50.02894,417.8375,418.078125,418.103119,4.7321,4.77235,4.7063,187.384262,82.3,83.1,87.6,76,17.67875,20.83625,26.35125,19.9849987,6178.3584,82,81,5.5925,8.645,9.224999,85.2000046,84.8,0,2.104875,2.088925,2.0839,46.8331261,46.65125,46.8081245,26.19062424,5.8275
62.3,66.2000046,63.4,61,-0.022700012,-0.01858753,-0.001049995,371.895,375.789276,377.235016,17.7196884,17.7521877,17.7521877,306.134247,107.477325,49.67159,418.243744,418.5875,418.512482,4.7923,4.8327,4.82205,187.962967,82.2000046,83,87.4,76.1,17.5162487,21,26.4324989,19.7799988,6176.765,81.7000046,80.7000046,5.67375,8.72625,9.38875,85.2000046,84.9,0,2.113825,2.09545,2.092075,46.751873,46.5693741,46.7475,26.265625,5.8275
62.4,65.8,63.2,61.1000023,-0.018625021,-0.01613748,0.000587463,364.735016,371.8786,371.53,17.546875,17.609375,17.5737514,303.9641,100.944023,49.76563,418.65,418.996857,418.918762,4.66535,4.7169,4.6949,187.962967,82,83.3,86.7000046,76.3,17.27125,20.633749,26.59625,19.74,6178.3584,80.6,79.6,5.67375,8.60375,9.87875,84.3,84,0,2.1122,2.09545,2.092075,46.65,46.4468765,46.625,26.58750153,5.95125
62.3,64.7000046,63.3,61.4,-0.004387498,-0.004312515,0.013637543,361.8,366.984039,366.794983,17.6993752,17.7164078,17.7215633,309.4618,95.17317,49.5399323,419.056244,419.303131,419.225,4.6556,4.6957,4.6835,191.2037,81.4,82.9,85.2000046,76.1,16.2925,20.2675,26.75875,20.27,6172.082,79.2000046,78.2000046,5.95875025,8.60375,10.04125,82.7000046,82.6,0,2.113825,2.09625,2.092075,46.67,46.40625,46.645,25.69062424,6.15499973
62.7,65.7000046,62.7,60.9,-0.017412484,-0.015737474,0.000587463,352.03,357.040039,357.01,17.974062,17.9968758,18.0429688,308.304382,117.894424,49.65278,418.446869,418.790649,418.918762,4.6816,4.70715,4.71445,185.185181,82.5,83.9,87.7000046,76.5,16.9037514,20.145,26.18875,19.9849987,6168.89551,81.2000046,80.2000046,5.67375,8.5225,9.47,85.1,84.7000046,0,2.1171,2.10035,2.097775,46.58875,46.3656235,46.5431252,25.65625,5.8275
61.6000023,63.7,64.2000046,61.8,-0.001950026,-0.00227499,0.014862537,345.195,349.378479,349.835,17.8468761,17.8745327,17.8796883,306.712952,127.153275,49.9349,417.228119,417.465637,417.390625,4.6116,4.65495,4.6427,183.564819,82.4,83.8,87.3,76.3,17.39375,20.9187489,26.8400021,20.27,6175.22,83.7000046,82.5,5.5925,8.5225,8.65375,86.9,86.4,0,2.1122,2.097075,2.092075,46.65,46.4675026,46.6656227,25.61250114,6.15499973
61.3,63.5,64.8,62,-0.005200028,-0.00553751,0.012812495,331.025,334.869537,333.85,17.5010948,17.5226555,17.5124989,307.7257,127.403709,49.40828,419.259369,419.609375,419.53125,4.6116,4.6517,4.6411,185.069443,82.4,83.9,87.2000046,76.2000046,17.10875,20.83625,26.6775017,20.27,6175.22,83.7000046,82.6,5.43,8.5225,8.735001,86.6,86.2000046,0,2.11545,2.08975,2.08555,46.65,46.4881248,46.6856232,25.69062424,5.7875
61.2,63.9,65.2000046,61.8,-0.008862495,-0.005949974,0.010362506,321.740021,327.0432,326.675018,17.4704685,17.4971867,17.5023441,306.5683,126.690781,49.4647026,418.3469,418.790649,418.715637,4.6165,4.65495,4.64435,184.259262,82.4,83.9,87.5,76.1,17.14875,20.715,26.3112488,20.10625,6170.489,83.7000046,82.5,5.43,8.645,8.81625,86.5,86.2000046,0,2.1171,2.097075,2.0937,46.6906242,46.4881248,46.6656227,25.35000229,5.95125
61.1000023,64.1,65.4,61.7,-0.011712492,-0.007175028,0.009150028,313.6,315.955475,315.42,17.506094,17.5276566,17.5379677,305.9896,127.131645,49.6903954,417.431244,417.668762,417.696869,4.6214,4.65005,4.64765,184.490738,82.4,83.9,87.6,76.1,16.98625,19.9825,26.18875,19.74,6175.22,83.6,82.4,5.43,8.72625,8.98,86.5,86.1,0,2.10895,2.09055,2.087175,46.65,46.4881248,46.625,25.08749962,5.91
61,64.3,65.4,61.6000023,-0.014562488,-0.00880003,0.007112503,297.315,299.3289,300.574982,17.4756241,17.4971867,17.4818745,306.712952,127.507095,49.1637764,418.3469,418.6906,418.715637,4.6474,4.67775,4.66555,184.490738,82.3,83.9,87.2000046,76.1,16.945,20.3075,26.0262489,20.06625,6168.89551,83.6,82.4,5.55250025,8.5625,8.81625,86.5,86.1,0,2.110575,2.093825,2.0888,46.609375,46.40625,46.625,25.09687614,5.8275
60.9,64.3,65.5,61.5,-0.014962494,-0.00880003,0.007112503,290.475,288.57077,288.995,17.4553127,17.4715633,17.4768753,305.555542,126.274704,49.9160919,417.228119,417.568756,417.696869,4.5937,4.62885,4.62155,183.333328,82.4,84,87.8,75.9,17.10875,19.86125,25.945,19.9849987,6172.082,83.6,82.4,5.43,8.72625,9.0625,86.6,86.2000046,0,2.1171,2.0987,2.0937,46.5481262,46.3656235,46.5431252,25.12812614,5.86875
61,64.5,65.5,61.4,-0.016187489,-0.009612501,0.006287456,276.14502,273.0829,273.665,17.4553127,17.4767189,17.4818745,307.43634,126.348495,49.31424,419.259369,419.709381,419.634369,4.53835,4.57505,4.56285,184.606476,82.2000046,83.8,87.2000046,76,17.19,20.02375,26.2699986,19.82125,6172.082,83.6,82.5,5.3475,8.44125,8.81625,86.7000046,86.2000046,0,2.1122,2.09545,2.09125,46.6293755,46.40625,46.625,25.31875038,5.74624968
60.9,64.6,65.6,61.4,-0.018225014,-0.010437489,0.004662514,267.025,261.5057,262.735016,17.5112514,17.5328121,17.5379677,305.2662,126.982422,49.5023155,417.228119,417.668762,417.696869,4.6214,4.65495,4.6427,183.449066,82.3,83.8,87.5,75.9,16.8225,19.9825,25.7012482,19.69875,6168.89551,83.6,82.4,5.43,8.7675,8.940001,86.5,86.1,0,2.11545,2.093825,2.09045,46.5481262,46.3656235,46.56375,25.42499924,5.8275
61,64.5,65.9,61.5,-0.014962494,-0.007175028,0.008337498,253.349991,249.11441,247.565,17.36875,17.39,17.3748436,305.9896,123.378029,50.02894,417.8375,418.28125,418.309357,4.6214,4.66475,4.6509,184.490738,82.6,84.2000046,88.3,76,17.27125,19.82,25.7012482,19.7799988,6175.22,83.4,82.2000046,5.43,8.7675,8.81625,86.2000046,85.8,0,2.113825,2.09545,2.09045,46.8125,46.59,46.7675,25.63750076,5.91
61,64.7000046,65.6,61.4,-0.016187489,-0.009612501,0.007112503,242.275,235.25975,233.209991,17.4654675,17.4920311,17.4768753,307.002319,125.989082,49.822052,419.259369,419.506256,419.53125,4.63115,4.67285,4.65905,185.416656,82.4,83.8,87.7000046,76,17.23,20.145,25.8637486,20.025,6179.90332,83.4,82.2000046,5.43,8.645,8.49,86.3,85.9,0,2.113825,2.09545,2.092075,46.609375,46.4268761,46.625,25.94687653,5.8275
61,64.4,65.5,61.5,-0.013750017,-0.008387506,0.008337498,230.88,222.379,221.63,17.4451561,17.48172,17.4768753,305.9896,124.369354,49.5963554,417.8375,418.28125,418.206238,4.61,4.65005,4.64435,184.143509,82.4,83.9,87.9,76,16.945,20.34875,25.7825,20.1475,6170.489,83.1,81.9,5.51125,8.60375,8.65375,86,85.6,0,2.113825,2.097075,2.0937,46.6293755,46.4881248,46.6656227,26.35937691,5.74624968
61.3,64.7000046,65.9,61.9,-0.014562488,-0.00880003,0.007925034,218.5,209.173615,205.975,17.4704685,17.4971867,17.4971867,307.002319,124.894943,49.6339722,418.7531,419.0969,419.125,4.60185,4.6435,4.6313,185.069443,82.6,84.1,87.7000046,76.3,16.61875,20.22625,26.18875,20.025,6168.89551,83.4,82.3,5.5925,8.60375,8.6125,86.2000046,85.8,0,2.107325,2.088925,2.08555,47.03625,46.855,47.0125,27.08125114,5.74624968
61.2,64.6,65.6,61.6000023,-0.017412484,-0.010837495,0.005475044,204.495,194.1702,193.09,17.4501553,17.4715633,17.4768753,306.712952,125.052109,49.4647026,418.446869,418.6906,418.715637,4.61,4.65005,4.6411,184.837967,82.4,84,87.7000046,76.1,16.5775,19.9025,25.7012482,19.8625,6172.082,83.2000046,82,5.51125,8.72625,8.327499,86.1,85.7000046,0,2.1114,2.0922,2.0888,46.7718735,46.6106224,46.7675,27.78437424,5.99125
61.3,64.8,65.5,61.7,-0.018225014,-0.012462497,0.003437519,190.17,179.171783,177.92,17.4654675,17.4920311,17.4920311,305.9896,124.878914,49.76563,417.634369,417.975,417.9,4.61325,4.66475,4.6411,184.259262,82.5,84,87.9,76.2000046,16.66,20.34875,25.945,19.9849987,6172.082,83.3,82.1,5.51125,8.48125,8.6125,86.2000046,85.8,0,2.108125,2.091375,2.087175,46.89375,46.6918755,46.89,28.31875038,5.99125
61.5,65.1,65.3,61.7,-0.02107501,-0.01532501,0.000174999,267.35498,262.484619,264.039978,17.44,17.4664059,17.4665623,306.857635,126.138878,49.3518524,418.853119,419.2,419.125,4.6165,4.6582,4.646,184.837967,82.5,84,87.6,76.3,16.741251,20.67375,26.18875,19.9849987,6167.35,83.3,82.2000046,5.51125,8.72625,8.6125,86.2000046,85.8,0,2.10895,2.09055,2.08555,47.01625,46.8143768,47.0125,28.78750038,5.8275
61.6000023,65.3,65.4,61.7,-0.021887481,-0.015737474,0.000587463,415.375,424.53537,424.865021,17.4501553,17.48172,17.4768753,306.857635,123.255394,49.7844353,418.446869,418.996857,418.918762,4.6181,4.668,4.64925,185.300919,82.7000046,84.1,88.2000046,76.3,16.61875,20.34875,25.7012482,19.94375,6172.082,83.1,82,5.43,8.7675,8.5725,86,85.6,0,2.104875,2.08975,2.08555,47.0775,46.8956261,47.07375,29.47187424,5.95125
61.8,65.8,65.2000046,61.6000023,-0.025137484,-0.017775,-0.003487527,436.544983,447.689728,448.675018,17.4806252,17.5021877,17.5075,305.2662,118.622314,49.65278,418.040619,418.181244,418.309357,4.60675,4.6468,4.6362,185.069443,82.7000046,83.8,88.2000046,76.4,16.61875,20.67375,25.375,19.9037514,6168.89551,82.4,81.4,5.5925,8.645,8.98,85.3,85,0,2.107325,2.08565,2.08065,47.1993752,46.998127,47.19625,30.55937576,5.95125
62.1000023,66.5,64.8,61.5,-0.029612482,-0.02266252,-0.007162511,422.54,432.201874,432.365,17.4298439,17.4562511,17.4564075,305.2662,118.932434,49.822052,418.243744,418.6906,418.715637,4.6018,4.6533,4.6313,185.300919,82.8,83.9,88.4,76.5,17.0675,20.18625,25.6199989,20.06625,6172.082,82.4,81.4,5.43,8.8075,9.3075,85.4,85.1,0,2.104875,2.08565,2.082275,47.2806244,47.05875,47.2575,31.41874886,5.8275
62.3,66.9,64.5,61.4,-0.032875,-0.025512517,-0.010837495,408.21,416.384369,416.379974,17.4451561,17.4715633,17.47172,304.832184,119.479141,49.822052,418.040619,418.384369,418.409363,4.62625,4.6696,4.6509,185.416656,82.9,83.9,88.3,76.6,17.3112488,20.67375,25.8637486,19.94375,6179.90332,82.4,81.4,5.5925,8.5625,9.38875,85.5,85.1,0,2.1057,2.08565,2.08065,47.2806244,47.05875,47.2781258,32.33437347,5.7875
62.5,67.1,64.4,61.4,-0.035312474,-0.027562499,-0.012875021,392.905,399.1035,398.44,17.44,17.4614067,17.4665623,305.8449,119.572189,49.65278,418.65,419.0969,419.021881,4.62465,4.66145,4.65415,185.879623,82.8,83.8,88.2000046,76.7000046,16.741251,21,25.8637486,19.82125,6168.89551,82.4,81.5,5.51125,8.36,9.0625,85.6,85.2000046,0,2.1057,2.08565,2.082275,47.3418732,47.1812477,47.359375,32.68437195,5.86875
